pidp,sclfsato,age_dv,fimnnet_dv,nchild_dv,hiqual_dv,hhsize,ever_married,log_income,sex_female,occ_2.0,occ_3.0
497132365,6.0,47.0,4176.330078125,2,1.0,4.0,0,8.337427584148562,0,False,False
497134413,5.0,44.0,3636.97998046875,2,1.0,4.0,0,8.199183856168135,0,False,False
497150045,5.0,48.0,2691.52001953125,0,1.0,4.0,0,7.898232844297702,1,False,False
497165685,5.0,48.0,2261.3701171875,4,5.0,6.0,0,7.724168267158293,0,True,False
497210565,6.0,42.0,3200.0,2,1.0,4.0,0,8.071218539969863,0,False,False
497219405,5.0,42.0,1347.06994628906,1,2.0,5.0,0,7.20642917906454,1,False,True
497219413,3.0,49.0,0.0,1,4.0,5.0,0,0.0,0,False,False
497301685,3.0,43.0,3261.0,0,1.0,1.0,1,8.09009578318096,0,False,False
497353369,6.0,48.0,4208.330078125,1,2.0,4.0,0,8.345058787678385,0,False,False
497447205,3.0,39.0,1800.0,0,1.0,1.0,1,7.496097345175956,1,False,False
497855266,5.0,38.0,3236.71997070313,2,1.0,4.0,0,8.08262464831839,1,False,False
497862066,6.0,49.0,1313.81994628906,1,,4.0,0,7.18145501226296,0,False,True
497909666,5.0,35.0,3100.25,2,1.0,,0,8.03956053500601,0,False,False
497909706,6.0,36.0,1474.0,2,1.0,4.0,0,7.29641326877392,1,False,False
497957266,5.0,34.0,2297.75,0,1.0,1.0,1,7.74012077591853,0,False,True
498181666,2.0,58.0,1040.67004394531,0,4.0,3.0,0,6.948580515684634,1,False,False
498181706,3.0,63.0,1578.16003417969,0,4.0,3.0,0,7.364648360721999,0,False,True
498208866,2.0,31.0,2147.0,1,3.0,2.0,1,7.672292455628756,1,False,False
498378866,6.0,55.0,2083.0,0,1.0,2.0,0,7.642044402873258,1,False,False
498555666,6.0,40.0,1212.90002441406,2,4.0,4.0,0,7.101593616015843,1,False,False
498562466,5.0,34.0,3122.0,0,5.0,1.0,1,8.046549357283078,0,False,False
498684866,2.0,27.0,1634.46997070313,0,5.0,3.0,0,7.399685485882409,0,False,False
498712066,6.0,43.0,145.0,2,4.0,4.0,0,4.983606621708336,0,False,False
498786866,5.0,31.0,2379.51000976563,0,1.0,1.0,0,7.775070033526228,0,False,False
498848066,7.0,34.0,1800.0,0,4.0,2.0,0,7.496097345175956,0,False,True
498848106,6.0,31.0,2500.0,0,1.0,2.0,0,7.824445930877619,1,False,False
498936506,3.0,32.0,1827.0,1,4.0,3.0,0,7.510977752014095,0,False,True
498963666,6.0,41.0,1609.32995605469,3,3.0,5.0,0,7.384194378629713,1,False,True
498963706,6.0,46.0,3708.46997070313,3,4.0,5.0,0,8.218644280355711,0,False,True
499120066,6.0,34.0,1759.11999511719,3,3.0,5.0,0,7.47313726475197,1,False,False
499133666,4.0,50.0,2046.21997070313,0,3.0,3.0,0,7.624238039928484,1,True,False
499133746,7.0,49.0,2703.330078125,0,2.0,3.0,0,7.90260950002538,1,False,False
499140466,6.0,53.0,175.0,0,9.0,2.0,1,5.170483995038151,1,False,False
499147266,5.0,43.0,1885.40002441406,1,1.0,3.0,0,7.54242554272525,1,False,False
499147306,5.0,48.0,2100.0,1,4.0,3.0,0,7.650168700845001,0,False,True
499364866,3.0,58.0,3054.34008789063,0,4.0,2.0,0,8.024646187141686,0,False,False
499371666,4.0,59.0,1726.0,0,5.0,1.0,1,7.454141078146678,0,False,True
499507666,5.0,28.0,559.590026855469,0,4.0,3.0,1,6.3289898484466285,0,False,True
499507706,4.0,54.0,1504.75,0,9.0,3.0,1,7.317046391923831,1,False,False
499772866,6.0,36.0,0.0,0,4.0,2.0,0,0.0,1,False,False
499772906,6.0,41.0,166.669998168945,0,1.0,2.0,0,5.121997751029128,0,False,False
499786466,4.0,50.0,2412.03002929688,0,4.0,1.0,0,7.788638510345308,1,False,False
499806866,4.0,36.0,2553.69995117188,1,1.0,3.0,0,7.845690059801109,0,False,False
499806906,5.0,37.0,4148.56982421875,1,1.0,3.0,0,8.330759951037246,1,False,False
499827266,1.0,50.0,1647.75,0,2.0,1.0,1,7.407772704031524,1,True,False
499861266,6.0,29.0,2800.0,0,1.0,2.0,0,7.937731775260109,1,False,False
499861306,6.0,31.0,1854.17004394531,0,1.0,2.0,0,7.525731638735337,0,False,False
499983666,5.0,56.0,0.419999986886978,0,5.0,1.0,1,0.3506568623786468,0,False,False
500058506,2.0,59.0,2263.14990234375,0,4.0,2.0,0,7.724954648413778,1,False,True
500072066,5.0,64.0,2305.669921875,0,4.0,2.0,0,7.743560171160095,0,False,True
500432466,1.0,57.0,1737.72998046875,0,,2.0,1,7.460910229422268,1,True,False
500527666,4.0,31.0,1620.67004394531,1,1.0,3.0,0,7.391211788547141,1,True,False
500527706,3.0,32.0,2708.330078125,1,1.0,3.0,0,7.904456679669978,0,False,True
500548066,6.0,60.0,668.75,0,1.0,1.0,1,6.506904508424718,1,False,False
500588866,5.0,52.0,1520.71997070313,0,1.0,1.0,1,7.327596533782337,1,False,False
500602466,6.0,50.0,3037.48999023438,1,1.0,3.0,1,8.019115957258443,0,True,False
500629666,2.0,62.0,1500.17004394531,0,2.0,3.0,0,7.314000112322432,1,True,False
500636466,6.0,31.0,1978.46997070313,1,2.0,3.0,0,7.590584396288723,1,False,True
500636546,4.0,35.0,2023.67004394531,1,2.0,3.0,0,7.613162025002695,0,False,True
500874466,5.0,57.0,3740.0,0,3.0,4.0,0,8.227108234348146,0,False,False
500874506,5.0,50.0,1830.32995605469,0,1.0,4.0,0,7.512797733821607,1,True,False
500888066,6.0,48.0,4533.0,0,,4.0,0,8.419359831067474,1,False,False
500888106,6.0,49.0,3200.0,0,,4.0,0,8.071218539969863,0,True,False
500942506,5.0,40.0,2082.96997070313,1,1.0,4.0,0,7.642029993317967,0,False,False
500942546,5.0,39.0,86.0,1,3.0,4.0,0,4.465908118654584,1,False,False
500949266,5.0,47.0,4110.0,2,1.0,3.0,1,8.321421586897879,1,False,False
501289266,6.0,33.0,2355.080078125,2,1.0,4.0,0,7.764754533211266,1,False,False
501296106,6.0,58.0,2400.0,0,3.0,3.0,0,7.783640596221253,1,False,True
501323266,6.0,37.0,1381.56005859375,1,1.0,3.0,0,7.231692174473708,0,True,False
501330066,5.0,45.0,2105.68994140625,1,1.0,2.0,1,7.6528732465476415,1,False,False
501602066,1.0,57.0,601.330017089844,0,9.0,1.0,1,6.400805496247386,0,False,False
501676866,3.0,35.0,3266.0,2,3.0,3.0,1,8.09162741160107,1,False,False
501765266,6.0,51.0,2705.53002929688,0,1.0,1.0,1,7.903422661426498,1,False,False
501778866,7.0,49.0,444.470001220703,0,,3.0,0,6.099129907316338,1,False,False
501826466,3.0,31.0,1149.41003417969,2,2.0,4.0,0,7.047873709268529,1,True,False
501874106,6.0,42.0,9233.330078125,3,,5.0,0,9.130683348380522,0,False,False
501969266,6.0,56.0,933.340026855469,0,1.0,3.0,1,6.8398404264262105,0,False,False
502044066,5.0,27.0,2183.330078125,0,1.0,4.0,0,7.689064460117721,1,False,False
502105266,2.0,41.0,1954.0,1,1.0,3.0,0,7.578145472419466,1,False,True
502105306,3.0,45.0,900.0,1,4.0,3.0,0,6.803505257608338,0,False,True
502186866,6.0,27.0,1900.0,0,1.0,2.0,0,7.550135342488429,1,False,False
502200466,6.0,26.0,1708.81994628906,0,1.0,2.0,0,7.444143349385042,0,False,False
502200506,6.0,27.0,1408.32995605469,0,1.0,2.0,0,7.2508696619530335,1,False,True
502207306,5.0,36.0,2755.39990234375,2,1.0,4.0,0,7.921680724054141,0,False,False
502261666,3.0,27.0,1785.43994140625,0,,1.0,1,7.487980058877795,1,False,False
502622066,5.0,29.0,4096.0,0,3.0,1.0,1,8.318010277546872,0,False,False
502751266,3.0,42.0,2653.0,0,,1.0,1,7.8838232148921525,0,True,False
502866866,6.0,37.0,3100.080078125,0,1.0,2.0,0,8.039505742090155,1,True,False
502866906,5.0,35.0,1933.0,0,4.0,2.0,0,7.56734567601324,0,False,False
502887266,3.0,56.0,1462.5,0,5.0,1.0,1,7.28858610613194,1,False,True
502968866,2.0,50.0,2147.90991210938,0,4.0,1.0,1,7.672715974921267,0,True,False
502975666,3.0,54.0,2917.330078125,0,4.0,2.0,0,7.978766840617183,1,False,False
502975706,3.0,60.0,2560.0,0,5.0,2.0,0,7.848153086199526,0,True,False
503050506,5.0,26.0,2474.86010742188,0,1.0,2.0,0,7.814343132782599,0,False,False
503132106,6.0,31.0,1853.15002441406,2,9.0,4.0,0,7.525181662169193,0,False,True
503225165,3.0,47.0,2562.89990234375,1,1.0,4.0,0,7.84928477763097,1,False,False
503225169,6.0,47.0,3480.0,1,1.0,4.0,0,8.15507488781144,0,False,False
503239445,6.0,57.0,2795.5400390625,0,1.0,2.0,0,7.936138231721278,0,False,False
503239449,5.0,57.0,2300.0,0,1.0,2.0,0,7.741099090035366,1,False,False
503240866,6.0,34.0,94.4700012207031,1,3.0,3.0,0,4.558812074796189,1,False,False
503247666,3.0,40.0,2041.67004394531,0,1.0,2.0,1,7.622013076118432,0,False,False
503247706,5.0,59.0,4563.330078125,0,1.0,2.0,1,8.426027030480126,0,False,False
503248965,6.0,54.0,1739.82995605469,0,3.0,2.0,1,7.462117264725127,1,False,False
503254466,6.0,31.0,1749.67004394531,1,4.0,3.0,0,7.467753875891317,0,True,False
503254506,6.0,31.0,1403.86999511719,1,2.0,3.0,0,7.247700047320965,1,False,False
503257133,5.0,61.0,1516.67004394531,0,3.0,1.0,1,7.324931571974086,1,True,False
503274866,5.0,25.0,2800.0,0,4.0,2.0,0,7.937731775260109,1,False,False
503274906,3.0,25.0,0.0,0,4.0,2.0,0,0.0,0,False,False
503288466,6.0,59.0,1255.82995605469,0,4.0,1.0,1,7.136347921837729,1,False,True
503289085,6.0,63.0,2222.94995117188,0,4.0,2.0,0,7.707040151147776,0,False,False
503289089,6.0,61.0,1122.21997070313,0,5.0,2.0,0,7.023954813297892,1,False,True
503322466,5.0,48.0,428.0,2,1.0,4.0,0,6.061456918928017,1,True,False
503329306,5.0,34.0,1433.0,3,4.0,5.0,0,7.2682230211595655,0,True,False
503356466,5.0,37.0,4208.33984375,0,1.0,1.0,1,8.345061107670755,1,False,False
503402645,4.0,55.0,2358.96997070313,0,2.0,3.0,0,7.766404173660367,0,False,False
503402649,6.0,57.0,2403.68994140625,0,4.0,3.0,0,7.785176251736439,1,True,False
503402653,5.0,25.0,1895.82995605469,0,2.0,3.0,1,7.547939327569703,0,True,False
503404066,7.0,57.0,411.670013427734,0,9.0,2.0,0,6.022648274626907,1,False,False
503417666,6.0,47.0,1630.16003417969,2,2.0,4.0,0,7.3970467180893795,1,False,False
503417706,5.0,49.0,2633.330078125,2,3.0,4.0,0,7.876384188850286,0,False,False
503424506,6.0,33.0,2536.0,1,3.0,3.0,0,7.838737559599282,0,False,True
503446165,5.0,52.0,2471.669921875,0,3.0,2.0,0,7.813053785857373,1,False,False
503452285,6.0,63.0,1884.0,0,4.0,1.0,1,7.541683099882111,1,False,False
503452289,6.0,37.0,1600.0,0,1.0,2.0,0,7.3783837129967145,1,True,False
503452293,3.0,36.0,2100.0,0,4.0,2.0,0,7.650168700845001,1,True,False
503461805,6.0,59.0,1930.41003417969,0,1.0,4.0,1,7.566005602807554,1,False,True
503461809,5.0,31.0,1570.67004394531,0,1.0,4.0,1,7.3598940552488745,0,False,False
503461813,6.0,29.0,2868.27001953125,0,1.0,5.0,1,7.961812927806194,0,False,False
503461817,6.0,28.0,2097.03002929688,0,2.0,4.0,1,7.648754102150701,0,False,True
503461821,6.0,26.0,3717.52001953125,0,3.0,4.0,1,8.221081023894158,0,False,False
503471325,5.0,54.0,2900.0,0,4.0,3.0,0,7.972810784121404,0,False,False
503482957,3.0,37.0,2505.97998046875,3,3.0,5.0,0,7.826834112673178,0,False,True
503514849,5.0,55.0,1083.32995605469,0,4.0,2.0,0,6.98871752318744,0,False,True
503594466,6.0,27.0,1400.82995605469,0,1.0,2.0,0,7.24553377354448,1,True,False
503613445,6.0,62.0,1386.97998046875,0,9.0,1.0,1,7.235604717669325,0,False,True
503635266,6.0,58.0,2759.5400390625,0,1.0,2.0,1,7.923181605898029,1,False,False
503637245,6.0,60.0,1148.32995605469,0,4.0,1.0,1,7.046934404643659,1,False,True
503639285,4.0,55.0,1781.0,0,3.0,4.0,0,7.485491608030754,0,False,False
503639289,5.0,53.0,2701.0,0,1.0,4.0,0,7.9017475185201445,1,False,False
503641325,4.0,62.0,1208.31994628906,0,3.0,4.0,0,7.0978134527336465,0,True,False
503641329,4.0,60.0,1312.31994628906,0,4.0,4.0,0,7.1803135203910005,1,True,False
503641345,3.0,27.0,1950.0,0,2.0,4.0,1,7.576097340623111,0,True,False
503642066,6.0,31.0,3650.0,0,1.0,1.0,1,8.202756381655638,1,False,False
503669266,6.0,27.0,1256.25,1,1.0,2.0,1,7.136682075052074,1,False,False
503683493,6.0,38.0,2931.72998046875,2,1.0,4.0,0,7.98368900216485,0,True,False
503703306,6.0,27.0,2053.94995117188,0,1.0,2.0,0,7.62800677197287,0,True,False
503780045,5.0,47.0,4193.0,1,1.0,2.0,1,8.341410211461865,0,False,False
503866466,4.0,44.0,3000.0,0,2.0,1.0,1,8.006700845440367,1,False,True
503886866,6.0,26.0,2725.0,0,3.0,2.0,1,7.9105906122564775,0,False,False
503909245,6.0,57.0,992.320007324219,0,9.0,1.0,1,6.901052875295935,0,True,False
503937805,6.0,63.0,800.0,0,3.0,2.0,0,6.68586094706836,1,False,False
503948066,6.0,32.0,4502.330078125,2,,4.0,0,8.412572419441684,0,False,False
503948106,6.0,30.0,4225.509765625,2,,4.0,0,8.349131816936525,1,True,False
503995666,5.0,29.0,1788.0,0,1.0,2.0,0,7.489412083508719,1,True,False
504016066,6.0,27.0,1526.46997070313,1,3.0,3.0,0,7.331368031738354,1,True,False
504036466,6.0,40.0,811.309997558594,2,1.0,4.0,0,6.699882037698261,1,False,True
504036506,5.0,40.0,3446.0,2,3.0,4.0,0,8.145259566516865,0,True,False
504044565,6.0,55.0,1125.39001464844,0,9.0,2.0,0,7.026773120528228,1,False,True
504044569,4.0,30.0,219.490005493164,2,5.0,3.0,1,5.395852367298007,1,False,False
504044577,5.0,27.0,1351.14001464844,1,3.0,2.0,1,7.209443812371329,1,False,True
504179266,6.0,34.0,760.0,1,1.0,3.0,0,6.634633357861686,1,True,False
504179306,6.0,40.0,2022.0,1,1.0,3.0,0,7.612336837167746,0,False,False
504186066,6.0,55.0,1353.02001953125,1,2.0,3.0,0,7.210833238836513,0,False,True
504225513,4.0,39.0,1500.0,0,2.0,1.0,1,7.313886831633462,1,False,True
504232929,4.0,30.0,2079.0,0,1.0,2.0,1,7.640123172695364,0,False,False
504233666,5.0,29.0,1260.0,0,1.0,2.0,0,7.139660335964919,0,False,False
504242445,6.0,58.0,2500.0,1,1.0,3.0,0,7.824445930877619,0,True,False
504242449,6.0,57.0,994.0,1,1.0,3.0,0,6.902742737158593,1,False,True
504268285,7.0,61.0,259.799987792969,0,5.0,2.0,0,5.563753783246396,0,True,False
504274466,6.0,53.0,1655.0,1,3.0,3.0,1,7.412160334945205,1,False,False
504276449,6.0,48.0,1840.68005371094,0,1.0,1.0,1,7.518433506674741,1,True,False
504294866,6.0,46.0,3500.0,0,,2.0,0,8.160803920954665,0,False,False
504294906,5.0,40.0,3813.01000976563,0,1.0,2.0,0,8.246436410636635,1,False,False
504302965,5.0,52.0,1971.67004394531,0,4.0,2.0,0,7.587143256327742,0,False,True
504332885,7.0,49.0,1600.0,1,1.0,4.0,0,7.3783837129967145,1,False,False
504332889,6.0,59.0,6050.0,1,1.0,4.0,0,8.707978826622321,0,False,False
504383266,2.0,39.0,966.669982910156,0,4.0,2.0,0,6.8748911024021355,1,False,True
504430866,7.0,43.0,8301.0703125,2,,4.0,0,9.024260197921855,0,False,False
504451266,5.0,42.0,2157.080078125,1,,3.0,0,7.676974252694486,1,False,False
504451306,6.0,47.0,1754.58996582031,1,1.0,3.0,0,7.470560242270467,0,False,False
504553266,6.0,42.0,3900.0,2,1.0,4.0,0,8.268988209506656,0,False,False
504607666,5.0,25.0,1844.46997070313,1,4.0,2.0,1,7.520489250705661,1,False,True
504675666,4.0,39.0,662.830017089844,2,1.0,5.0,0,6.498026118344592,1,False,True
504675706,3.0,39.0,2549.0,2,2.0,5.0,0,7.843848638152472,0,False,False
504682466,5.0,36.0,1900.0,2,1.0,4.0,0,7.550135342488429,0,False,False
504682506,5.0,34.0,1186.25,1,2.0,4.0,0,7.0793949874292315,1,False,True
504757266,5.0,42.0,1460.64001464844,1,,3.0,0,7.2873143819799875,0,False,False
504777666,3.0,47.0,2336.63989257813,2,3.0,4.0,0,7.756897106464325,0,True,False
504798106,5.0,47.0,3930.0,2,1.0,5.0,0,8.27664912542186,0,False,False
504811666,6.0,30.0,2106.0,1,1.0,3.0,0,7.653020413804189,1,False,False
504811706,5.0,30.0,4439.169921875,1,1.0,3.0,0,8.398447925386535,0,False,False
504825306,3.0,25.0,1124.10998535156,0,1.0,2.0,0,7.0256360746168,0,False,False
504886466,6.0,30.0,3310.31005859375,0,1.0,2.0,0,8.10509917816245,0,False,False
504886506,5.0,32.0,2900.0,0,1.0,2.0,0,7.972810784121404,1,False,False
504886546,5.0,26.0,1814.61999511719,0,1.0,3.0,1,7.504182283474516,0,False,False
504893266,6.0,34.0,6343.72998046875,0,3.0,1.0,1,8.755379822973243,0,True,False
504906866,6.0,42.0,2176.52001953125,3,1.0,5.0,0,7.685941902498976,1,False,True
505056466,5.0,28.0,2380.0,0,2.0,2.0,0,7.7752758464868625,1,False,False
505097266,5.0,33.0,3015.7099609375,1,1.0,3.0,0,8.011922099614866,1,False,False
505117666,5.0,43.0,8.32999992370605,0,3.0,2.0,0,2.23323500668198,0,True,False
505117706,6.0,36.0,1700.0,0,3.0,2.0,0,7.438971592395862,1,True,False
505124466,6.0,38.0,2289.25,0,3.0,2.0,0,7.736416260895318,0,True,False
505124506,5.0,34.0,7214.58984375,0,1.0,2.0,0,8.883999220291926,1,True,False
505144866,6.0,32.0,3307.48999023438,0,1.0,2.0,0,8.104247167978103,1,False,False
505178866,2.0,50.0,2755.0,0,3.0,1.0,1,7.9215356321335495,0,False,False
505185666,6.0,35.0,3400.0,1,3.0,3.0,0,8.131824785007195,0,False,False
505192506,5.0,44.0,1188.42004394531,2,1.0,4.0,0,7.0812211092789,1,False,False
510027962,6.0,52.0,2733.0,0,1.0,2.0,0,7.913521017283895,1,False,False
510191162,5.0,37.0,2063.830078125,1,3.0,3.0,0,7.632803215387128,0,False,True
510204762,3.0,35.0,2229.830078125,1,1.0,3.0,0,7.710129027535942,1,False,False
510816082,3.0,55.0,2425.0,0,3.0,2.0,0,7.793999089503996,0,False,True
512679266,7.0,35.0,750.0,0,1.0,2.0,0,6.621405651764134,0,True,False
512679306,6.0,35.0,3750.0,0,,2.0,0,8.229777750081887,1,False,False
512767666,6.0,29.0,2102.080078125,0,1.0,2.0,0,7.651158253021021,0,False,False
512869666,5.0,52.0,1083.32995605469,0,4.0,2.0,1,6.98871752318744,1,False,True
512869706,2.0,52.0,6000.0,0,1.0,2.0,1,8.699681400989514,0,False,False
512896866,6.0,32.0,1240.41003417969,0,,,0,7.124003136901364,1,False,False
512924066,6.0,40.0,1733.32995605469,0,3.0,1.0,1,7.458376425313757,1,False,False
512944466,7.0,56.0,1126.42004394531,0,9.0,,1,7.027687154401362,0,False,True
512951266,4.0,50.0,3483.330078125,0,1.0,2.0,0,8.156031074622796,0,False,False
512951306,3.0,49.0,3324.01000976563,0,1.0,2.0,0,8.109227963541251,1,False,False
512978466,6.0,38.0,1712.90002441406,2,1.0,4.0,0,7.446526768643267,1,True,False
512978506,6.0,42.0,6050.47998046875,2,4.0,4.0,0,8.70805814597997,0,False,True
513448362,7.0,46.0,135.419998168945,2,1.0,4.0,0,4.915738348804385,1,False,False
544006968,6.0,43.0,2041.80004882813,2,4.0,6.0,0,7.622076718676039,0,False,True
544007487,6.0,40.0,921.799987792969,2,3.0,6.0,0,6.827412513071346,1,False,False
544012927,6.0,39.0,1180.82995605469,2,3.0,4.0,0,7.074819326411181,1,False,True
544012931,4.0,42.0,2914.57006835938,2,3.0,4.0,0,7.977820643424144,0,False,False
544019727,3.0,57.0,1304.11999511719,0,2.0,3.0,0,7.1740502658109975,1,True,False
544019731,6.0,58.0,2962.56005859375,0,5.0,3.0,0,7.994146547124698,0,True,False
544047706,6.0,35.0,1390.5,0,1.0,2.0,0,7.238137580965946,1,False,False
544051007,2.0,58.0,2831.77001953125,0,1.0,1.0,1,7.949010317407621,0,False,False
544052367,7.0,48.0,4053.0,0,1.0,2.0,0,8.307459327011946,0,False,False
544060527,6.0,53.0,2066.0,0,1.0,5.0,0,7.633853559681768,0,False,False
544060531,6.0,42.0,2723.89990234375,0,3.0,5.0,0,7.910186973337805,1,False,False
544072775,6.0,38.0,2278.080078125,1,1.0,3.0,0,7.7315271660241685,0,False,True
544076855,5.0,38.0,1603.90002441406,2,4.0,3.0,1,7.38081674353931,1,False,False
544078887,1.0,41.0,4186.77001953125,3,1.0,5.0,0,8.339923656330548,1,False,False
544078891,6.0,47.0,1500.0,3,1.0,5.0,0,7.313886831633462,0,True,False
544081611,5.0,51.0,108.330001831055,1,1.0,6.0,0,4.6943708481943585,1,False,False
544096567,4.0,43.0,2000.0,0,3.0,2.0,1,7.601402334583733,1,False,False
544096571,5.0,56.0,2383.330078125,0,4.0,1.0,0,7.7766734741904955,0,False,False
544115708,4.0,48.0,2629.669921875,0,1.0,2.0,0,7.874993815881766,1,False,False
544115778,6.0,30.0,1325.0,2,3.0,4.0,0,7.189922170745808,0,False,False
544116289,4.0,65.0,524.590026855469,0,9.0,3.0,1,6.264521492210068,1,False,True
544116293,4.0,26.0,1180.0,0,3.0,3.0,1,7.074116816197362,0,False,False
544130567,4.0,51.0,1700.0,1,3.0,3.0,0,7.438971592395862,1,False,False
544130575,7.0,30.0,1938.0,1,1.0,3.0,0,7.569927655242652,1,False,False
544130579,4.0,28.0,1023.0,2,2.0,4.0,0,6.931471805599453,1,True,False
544142807,3.0,63.0,1104.08996582031,0,5.0,2.0,1,7.007682027669621,1,False,True
544142811,6.0,27.0,1214.81994628906,0,4.0,2.0,1,7.103173981076625,1,False,True
544153019,3.0,31.0,1757.0,1,4.0,2.0,1,7.471932078245122,1,False,True
544155047,3.0,60.0,2228.330078125,0,1.0,2.0,0,7.7094564059241595,0,False,False
544156415,5.0,34.0,1040.60998535156,2,4.0,4.0,0,6.948522857959391,1,True,False
544159127,5.0,53.0,2448.0,0,1.0,3.0,1,7.803435056952168,1,False,True
544163207,4.0,47.0,2400.669921875,0,2.0,4.0,0,7.783919575160153,1,False,False
544163211,6.0,53.0,0.0,0,3.0,4.0,0,0.0,0,False,False
544169327,7.0,50.0,1300.0,0,4.0,3.0,0,7.170888478512505,1,False,True
544174087,7.0,52.0,3474.669921875,0,2.0,2.0,0,8.153542522691966,0,False,False
544174091,5.0,50.0,900.0,0,4.0,2.0,0,6.803505257608338,1,False,True
544180207,5.0,58.0,2618.65991210938,0,1.0,2.0,0,7.8707997837914,1,True,False
544180211,6.0,25.0,1853.0,0,3.0,2.0,0,7.5251007461258,1,True,False
544182927,6.0,64.0,2079.18994140625,0,5.0,2.0,0,7.640214486509905,0,True,False
544184967,7.0,58.0,3430.88989257813,0,3.0,3.0,0,8.140866377511067,1,False,False
544184971,3.0,60.0,3442.80004882813,0,3.0,3.0,0,8.144330806030647,0,False,True
544185647,6.0,51.0,2117.03002929688,0,3.0,4.0,0,7.658241704199124,1,True,False
544191087,5.0,33.0,4735.14013671875,0,1.0,2.0,0,8.462977765804865,0,False,False
544192447,4.0,64.0,2501.669921875,0,2.0,2.0,0,7.825113409733368,1,False,False
544202647,6.0,44.0,2374.0,1,2.0,3.0,0,7.772752716468742,1,False,False
544202651,5.0,60.0,3100.830078125,1,2.0,3.0,0,8.039747564068794,0,False,False
544204695,4.0,61.0,82.6699981689453,0,1.0,1.0,1,4.426880468423263,0,False,False
544206047,5.0,57.0,2300.0,0,1.0,1.0,1,7.741099090035366,1,True,False
544206727,3.0,57.0,0.0799999982118607,1,1.0,5.0,0,0.07696103948044379,0,False,False
544206731,6.0,54.0,3203.669921875,1,1.0,5.0,0,8.072364375556552,1,False,False
544208087,3.0,60.0,76.6699981689453,0,2.0,3.0,0,4.352469058856756,1,False,False
544208091,6.0,61.0,1364.32995605469,0,2.0,3.0,0,7.219151404455419,0,False,False
544234607,3.0,49.0,1000.0,0,9.0,3.0,0,6.90875477931522,1,False,True
544234615,5.0,29.0,1500.52001953125,0,1.0,1.0,1,7.314233220355646,1,False,False
544243451,7.0,47.0,1733.32995605469,0,3.0,4.0,0,7.458376425313757,0,False,True
544247529,4.0,64.0,2212.71997070313,0,3.0,1.0,1,7.702429624105267,1,False,False
544258506,6.0,39.0,1946.0,1,3.0,3.0,0,7.5740450053721995,0,True,False
544261127,6.0,43.0,3050.0,0,1.0,3.0,0,8.02322468471667,0,False,False
544265215,6.0,53.0,836.330017089844,0,4.0,2.0,0,6.730218278430263,1,False,True
544269967,6.0,47.0,1682.42004394531,0,5.0,2.0,0,7.428582743529276,1,False,True
544269971,6.0,54.0,2348.1201171875,0,5.0,2.0,0,7.7617961188081175,0,False,True
544272098,4.0,45.0,76044.5625,0,3.0,2.0,1,11.239087946215136,0,True,False
544272687,5.0,60.0,1749.75,0,3.0,1.0,1,7.467799546535627,1,False,True
544276775,5.0,61.0,29.75,0,3.0,2.0,1,3.4258899942525267,0,False,False
544277447,7.0,50.0,2313.0,1,1.0,4.0,0,7.746732907753622,1,False,False
544277451,1.0,51.0,2683.080078125,1,1.0,4.0,0,7.895093333013496,0,False,False
544279487,6.0,40.0,1561.90002441406,2,1.0,4.0,0,7.354298364469147,1,True,False
544279491,3.0,38.0,3911.669921875,2,1.0,4.0,0,8.271975264416513,0,False,True
544280171,6.0,25.0,5417.5,0,3.0,1.0,1,8.59757430336305,0,False,False
544282207,6.0,37.0,2884.0,1,3.0,3.0,0,7.9672801789422,0,False,False
544282211,6.0,32.0,1303.13000488281,1,4.0,3.0,0,7.173291434513203,1,True,False
544286971,4.0,61.0,0.0,0,4.0,,0,0.0,1,False,False
544299909,5.0,31.0,2058.330078125,0,3.0,,1,7.630136004099391,1,False,False
544310767,1.0,41.0,3018.34008789063,0,4.0,3.0,1,8.012793572547766,1,False,True
544312807,3.0,43.0,3475.419921875,2,1.0,4.0,0,8.153758285151822,0,False,False
544312811,5.0,44.0,3484.330078125,2,1.0,4.0,0,8.156318032662195,1,True,False
544320967,5.0,58.0,2300.0,0,1.0,3.0,1,7.741099090035366,1,False,False
544320971,2.0,25.0,1400.0,0,3.0,3.0,1,7.244941546337007,0,True,False
544321647,6.0,49.0,2545.92993164063,3,3.0,5.0,0,7.842643964448172,0,True,False
544321651,6.0,44.0,1759.25,3,1.0,5.0,0,7.473211123399243,1,False,False
544329133,5.0,56.0,4009.330078125,0,1.0,2.0,0,8.296628830659907,1,False,False
544334575,5.0,30.0,4087.080078125,0,1.0,1.0,1,8.315830720274123,0,False,False
544336619,6.0,35.0,3200.0,0,2.0,1.0,1,8.071218539969863,0,False,False
544340687,5.0,64.0,2700.0,0,1.0,3.0,0,7.901377353792616,1,False,False
544340695,3.0,32.0,283.329986572266,0,1.0,3.0,1,5.650135488199545,0,False,False
544340699,5.0,31.0,1939.67004394531,1,1.0,3.0,0,7.570788575903195,0,False,False
544352245,5.0,49.0,2115.88989257813,0,3.0,3.0,1,7.657703258718535,1,False,False
544358367,6.0,56.0,1880.48999023438,0,3.0,1.0,1,7.539819289920684,0,False,False
544360656,4.0,40.0,2704.0,1,1.0,3.0,0,7.902857191280582,0,True,False
